Open Time,Open,High,Low,Close,Volume,Number of Trades,Taker Buy Base,Taker_Avg_Cost,fundingRate
2022-01-01 00:00:00,511.55,520.18,511.43,518.05,93417.85,76376.0,46207.28,517.1277,0.0
2022-01-01 04:00:00,518.05,521.77,513.75,516.02,113484.81,80274.0,54795.88,516.9849,0.0
2022-01-01 08:00:00,516.08,517.34,512.35,513.7,87772.73,72566.0,41649.13,515.1611,0.0
2022-01-01 12:00:00,513.7,521.0,513.6,518.63,77840.51,65782.0,37419.31,517.5461,0.0
2022-01-01 16:00:00,518.63,525.4,517.54,524.21,135018.4,98537.0,70474.39,522.6592,0.0
2022-01-01 20:00:00,524.2,528.16,524.18,527.34,95811.79,75025.0,48025.81,525.96204,0.0
2022-01-02 00:00:00,527.36,527.79,522.68,523.15,76947.02,67120.0,36640.88,524.9576,0.0
2022-01-02 04:00:00,523.14,523.24,518.01,521.96,86937.42,75035.0,38691.57,521.2596,0.0
2022-01-02 08:00:00,521.96,524.74,519.83,523.05,58053.97,61238.0,28715.91,522.7365,0.0
2022-01-02 12:00:00,523.03,526.9,521.6,525.82,78476.69,76093.0,39212.09,523.8713,0.0
2022-01-02 16:00:00,525.82,533.9,523.29,528.89,202781.44,133613.0,98717.72,529.0316,0.0
2022-01-02 20:00:00,528.87,532.4,528.1,530.91,68883.31,61830.0,33872.17,530.34357,0.0
2022-01-03 00:00:00,530.92,531.02,523.0,524.37,85632.51,70390.0,40026.45,527.02234,0.0
2022-01-03 04:00:00,524.37,526.96,522.82,525.43,76297.51,54640.0,38787.42,524.7989,0.0
2022-01-03 08:00:00,525.43,531.98,524.0,531.11,92854.21,78777.0,46423.96,527.7157,0.0
2022-01-03 12:00:00,531.13,533.0,526.54,527.35,121785.48,98965.0,58222.05,530.1666,0.0
2022-01-03 16:00:00,527.35,528.43,514.44,514.52,216927.45,146489.0,103324.9,520.0893,0.0
2022-01-03 20:00:00,514.51,516.46,510.41,512.24,202269.78,136617.0,98395.56,513.12054,0.0
2022-01-04 00:00:00,512.24,513.35,502.0,509.29,239526.39,174846.0,100202.77,507.5873,7.356e-05
2022-01-04 04:00:00,509.29,512.44,506.36,512.34,123635.79,91102.0,57518.01,509.62842,7.356e-05
2022-01-04 08:00:00,512.31,515.54,510.0,515.3,153026.23,109838.0,68408.82,512.9907,0.0
2022-01-04 12:00:00,515.3,519.85,512.33,515.33,205709.94,128847.0,94489.46,516.588,0.0
2022-01-04 16:00:00,515.35,516.78,505.52,509.79,227291.16,131756.0,102958.86,511.94727,0.0
2022-01-04 20:00:00,509.79,512.52,506.01,506.88,93221.7,70083.0,43866.94,509.95587,0.0
2022-01-05 00:00:00,506.88,513.32,505.5,512.1,98145.95,75322.0,46597.44,510.16544,0.0
2022-01-05 04:00:00,512.1,514.44,511.02,513.3,70663.17,59734.0,33180.07,512.6056,0.0
2022-01-05 08:00:00,513.31,515.92,509.72,511.66,124996.74,86683.0,55076.82,513.3839,0.0
2022-01-05 12:00:00,511.65,513.53,508.62,512.43,133862.42,89529.0,62984.57,511.45944,0.0
2022-01-05 16:00:00,512.43,512.72,491.0,492.52,344138.2,178260.0,140921.73,502.9609,0.0
2022-01-05 20:00:00,492.51,494.69,456.2,473.95,678941.2,334662.0,302432.75,479.797,0.0
2022-01-06 00:00:00,474.0,475.7,464.23,465.07,298651.62,150352.0,144521.86,469.5917,0.0
2022-01-06 04:00:00,465.19,472.24,461.5,471.97,228612.02,118770.0,114052.76,467.62576,0.0
2022-01-06 08:00:00,471.93,472.32,458.65,462.57,257550.44,137897.0,123994.77,464.19376,0.0
2022-01-06 12:00:00,462.53,472.82,459.06,472.0,216563.44,120718.0,102812.8,466.9274,0.0
2022-01-06 16:00:00,472.0,480.96,469.76,477.22,183314.11,114523.0,89611.39,475.6195,0.0
2022-01-06 20:00:00,477.23,478.59,471.82,472.46,113319.43,72511.0,49759.9,475.78943,0.0
2022-01-07 00:00:00,472.47,473.76,452.54,453.61,223269.22,145237.0,97790.61,463.07095,0.0
2022-01-07 04:00:00,453.62,455.13,437.08,447.14,419651.97,214710.0,200391.02,445.68604,0.0
2022-01-07 08:00:00,447.16,457.45,445.53,452.98,245921.66,129249.0,124424.36,453.35397,0.0
2022-01-07 12:00:00,452.98,457.0,438.24,444.81,336660.94,181857.0,160529.45,447.41354,0.0
2022-01-07 16:00:00,444.82,454.61,440.63,450.89,197202.22,113015.0,101946.11,449.01117,0.0
2022-01-07 20:00:00,450.91,452.88,445.27,448.1,83922.68,72033.0,40010.67,449.3873,0.0
2022-01-08 00:00:00,448.1,454.82,446.54,451.32,103487.9,71290.0,51379.48,451.4083,0.0
2022-01-08 04:00:00,451.43,456.76,450.87,456.4,74068.59,64390.0,36223.49,454.17227,0.0
2022-01-08 08:00:00,456.41,459.65,453.36,455.99,118396.47,90447.0,55474.31,456.55017,0.0
2022-01-08 12:00:00,455.99,456.94,445.63,447.7,129807.0,90877.0,58885.71,451.29602,0.0
2022-01-08 16:00:00,447.7,450.2,415.46,421.4,583632.75,297923.0,270957.06,429.3129,0.0
2022-01-08 20:00:00,421.39,437.07,418.0,429.59,242935.3,136240.0,118714.05,427.3446,0.0
2022-01-09 00:00:00,429.6,435.69,426.72,432.46,137992.16,84385.0,67092.29,431.6299,-0.00017817
2022-01-09 04:00:00,432.46,437.95,432.32,433.33,94272.99,63921.0,43365.0,434.7679,-0.00017817
2022-01-09 08:00:00,433.33,435.74,428.18,434.94,148714.84,88400.0,76072.49,432.14642,-0.00010275
2022-01-09 12:00:00,434.98,436.84,426.75,429.65,190633.9,97573.0,92703.83,432.3518,-0.00010275
2022-01-09 16:00:00,429.64,443.98,429.16,443.32,184033.05,119653.0,87357.53,438.47443,0.0
2022-01-09 20:00:00,443.33,444.14,436.7,438.33,94543.32,70957.0,43679.8,440.8383,0.0
2022-01-10 00:00:00,438.31,440.66,435.29,438.7,114190.29,74395.0,57682.93,438.12625,-0.00035535
2022-01-10 04:00:00,438.66,445.21,438.59,441.78,115497.9,83269.0,59873.48,442.26624,-0.00035535
2022-01-10 08:00:00,441.81,442.0,432.35,433.8,136811.1,98556.0,65855.42,436.79987,-0.00010057
2022-01-10 12:00:00,433.8,434.27,406.46,415.84,669700.94,298003.0,314566.1,417.815,-0.00010057
2022-01-10 16:00:00,415.87,427.95,411.05,419.07,470077.88,193895.0,232112.97,420.00284,0.0
2022-01-10 20:00:00,419.11,425.6,417.35,424.54,105143.79,72066.0,54502.42,422.89136,0.0
2022-01-11 00:00:00,424.51,434.07,421.22,433.79,147913.7,91854.0,72896.36,427.98303,0.0
2022-01-11 04:00:00,433.8,442.59,430.59,442.38,175297.75,104157.0,84810.35,435.64868,0.0
2022-01-11 08:00:00,442.39,458.0,442.36,447.85,554813.94,276941.0,289862.8,450.71252,0.0
2022-01-11 12:00:00,447.84,454.97,445.57,452.2,283065.5,170306.0,147544.48,450.5166,0.0
2022-01-11 16:00:00,452.16,467.4,451.76,458.94,478896.3,282917.0,226329.84,460.19553,-0.0002741
2022-01-11 20:00:00,458.94,464.0,458.26,462.87,129777.41,115054.0,63349.43,460.77686,-0.0002741
2022-01-12 00:00:00,462.89,465.35,456.98,458.9,153396.98,93199.0,79138.25,461.12537,-0.00124953
2022-01-12 04:00:00,458.9,461.82,456.26,458.57,113297.18,78573.0,57283.46,458.802,-0.00124953
2022-01-12 08:00:00,458.55,471.0,457.8,467.11,249455.12,142050.0,128671.63,464.64865,-0.0005687
2022-01-12 12:00:00,467.1,483.43,466.55,481.64,411942.44,221602.0,208082.27,477.3429,-0.0005687
2022-01-12 16:00:00,481.63,486.48,479.49,485.97,201582.66,124029.0,98020.46,483.34592,-0.00108975
2022-01-12 20:00:00,485.99,488.41,483.58,487.5,132835.31,96932.0,66507.98,485.9544,-0.00108975
2022-01-13 00:00:00,487.47,488.5,475.55,478.09,167787.16,109367.0,82753.6,481.6395,-0.00158912
2022-01-13 04:00:00,478.1,484.75,477.33,482.84,100964.63,75978.0,50758.33,481.15405,-0.00158912
2022-01-13 08:00:00,482.81,486.83,476.29,476.49,179907.66,118200.0,78138.33,482.11905,-0.00064833
2022-01-13 12:00:00,476.51,487.83,470.29,474.01,343026.06,198115.0,175414.95,479.11526,-0.00064833
2022-01-13 16:00:00,474.01,478.68,465.86,474.3,328459.88,170238.0,162762.84,472.8421,-0.00079825
2022-01-13 20:00:00,474.3,479.31,470.07,474.36,127737.13,83772.0,64653.48,475.28815,-0.00079825
2022-01-14 00:00:00,474.29,480.89,471.62,479.72,153536.2,101672.0,75799.51,477.5895,-0.00079953
2022-01-14 04:00:00,479.71,489.77,479.71,483.7,185837.77,113249.0,90648.91,485.19507,-0.00079953
2022-01-14 08:00:00,483.7,483.9,467.12,470.82,221768.27,134427.0,106562.13,474.67795,-0.00047792
2022-01-14 12:00:00,470.78,482.01,466.39,480.47,267660.6,148592.0,123396.94,475.4226,-0.00047792
2022-01-14 16:00:00,480.45,486.0,477.6,484.97,177530.19,112826.0,87625.47,482.22223,-0.00138791
2022-01-14 20:00:00,484.98,492.28,484.9,489.51,169141.81,112702.0,93184.29,488.83093,-0.00138791
2022-01-15 00:00:00,489.5,492.99,484.01,487.15,136954.9,89667.0,72571.4,488.40082,-0.00075342
2022-01-15 04:00:00,487.14,494.42,485.28,493.55,123484.87,90740.0,58063.82,490.88626,-0.00075342
2022-01-15 08:00:00,493.55,495.69,488.39,491.42,121920.8,95459.0,60821.33,492.14536,-0.00077696
2022-01-15 12:00:00,491.42,500.27,486.52,499.14,210299.64,138691.0,100051.29,493.8298,-0.00077696
2022-01-15 16:00:00,499.21,500.0,493.2,496.91,149885.58,96756.0,68987.37,497.4738,-0.00087986
2022-01-15 20:00:00,496.95,499.0,493.0,493.75,88010.9,73945.0,44189.75,495.81763,-0.00087986
2022-01-16 00:00:00,493.75,495.36,488.02,491.35,137603.75,84128.0,69557.07,492.0383,-0.00126663
2022-01-16 04:00:00,491.35,497.65,490.31,495.57,144139.4,86610.0,80675.73,494.08194,-0.00126663
2022-01-16 08:00:00,495.56,496.94,490.15,493.21,107896.38,85546.0,49781.6,494.0157,-0.00052259
2022-01-16 12:00:00,493.2,502.63,489.69,500.73,201168.88,138646.0,97995.32,496.98828,-0.00052259
2022-01-16 16:00:00,500.77,504.87,496.66,497.52,156623.55,117104.0,79085.91,500.79626,-0.00099898
2022-01-16 20:00:00,497.52,500.53,496.6,497.95,78597.52,65292.0,41330.98,498.40115,-0.00099898
2022-01-17 00:00:00,497.94,498.2,483.5,483.68,215730.73,126744.0,100514.55,490.83734,-0.00128685
2022-01-17 04:00:00,483.72,486.19,480.12,484.79,191803.88,121399.0,98251.84,483.89188,-0.00128685
2022-01-17 08:00:00,484.79,485.2,478.86,480.28,126418.35,99503.0,52954.01,482.57574,-0.00067301
2022-01-17 12:00:00,480.23,481.19,470.01,471.4,266875.72,198854.0,131662.62,474.98746,-0.00067301
